name,start_date,end_date,created_by,updated_by,dealer_id,external_v_code,external_ds_code
Trilia,28/10/2021,11/03/2022,766,766,4732,moratorium,Compatible
Realmix,12/07/2021,24/05/2022,767,767,1165,encoding,Business-focused
Bluezoom,25/08/2021,13/05/2022,768,768,249,flexibility,groupware
Twimm,12/07/2021,16/03/2022,769,769,3111,value-added,capability
Photobug,27/05/2022,04/04/2022,770,770,1686,fresh-thinking,neutral
Eidel,04/11/2021,24/01/2022,771,771,1554,conglomeration,internet solution
Buzzdog,02/06/2022,02/11/2021,772,772,932,Multi-tiered,utilisation
Brightdog,23/05/2022,28/07/2021,773,773,1970,Operative,interface
Skaboo,20/05/2022,22/04/2022,774,774,524,multi-state,Implemented
Dynazzy,10/06/2022,29/08/2021,775,775,2326,cohesive,time-frame
Layo,29/08/2021,16/11/2021,776,776,1887,zero tolerance,website
Jaxworks,28/03/2022,02/04/2022,777,777,4409,knowledge user,needs-based
Vinder,01/10/2021,03/11/2021,778,778,3957,modular,Fundamental
Innotype,11/06/2022,07/06/2022,779,779,1195,static,attitude
Jatri,30/05/2022,27/07/2021,780,780,4292,website,complexity
Tazzy,24/02/2022,15/10/2021,781,781,2957,Proactive,scalable
Skiptube,29/10/2021,28/06/2021,782,782,2298,maximized,support
InnoZ,23/05/2022,20/03/2022,783,783,1523,Phased,matrices
Tazzy,05/06/2022,26/12/2021,784,784,3214,Networked,object-oriented
Cogidoo,02/03/2022,19/09/2021,785,785,4412,intangible,high-level
Wikizz,03/12/2021,16/04/2022,786,786,4411,analyzer,Networked
Fivebridge,30/10/2021,08/08/2021,787,787,4758,database,solution-oriented
Tagpad,12/12/2021,25/12/2021,788,788,3907,Vision-oriented,methodology
Oloo,04/09/2021,24/09/2021,789,789,3674,Function-based,Enterprise-wide
Yakitri,15/03/2022,02/06/2022,790,790,2515,6th generation,Object-based
Kazu,04/02/2022,06/05/2022,791,791,4199,Programmable,upward-trending
Blogspan,09/10/2021,19/10/2021,792,792,4538,open architecture,transitional
Kwideo,23/06/2021,14/12/2021,793,793,2424,Re-contextualized,Ameliorated
Rooxo,09/11/2021,01/11/2021,794,794,1838,challenge,Innovative
Topicshots,04/10/2021,14/02/2022,795,795,4971,regional,Realigned
Wordify,03/11/2021,13/05/2022,796,796,3717,policy,multi-state
Dabshots,20/12/2021,27/05/2022,797,797,1381,Digitized,Self-enabling
Camimbo,08/09/2021,22/04/2022,798,798,4831,time-frame,asynchronous
Thoughtstorm,18/03/2022,01/02/2022,799,799,4992,utilisation,Up-sized
Jabbersphere,11/01/2022,21/07/2021,800,800,3492,object-oriented,actuating
Avamm,02/04/2022,27/12/2021,801,801,4465,stable,Open-architected
Tanoodle,17/07/2021,06/06/2022,802,802,4251,Optimized,holistic
Latz,27/02/2022,14/06/2021,803,803,333,portal,static
Feednation,28/05/2022,29/05/2022,804,804,2058,Multi-lateral,functionalities
Yotz,12/08/2021,25/01/2022,805,805,3509,actuating,application
Zoomlounge,26/06/2021,13/01/2022,806,806,2269,Upgradable,bifurcated
Yacero,30/11/2021,25/11/2021,807,807,4013,homogeneous,capability
Innotype,09/03/2022,11/10/2021,808,808,3269,Horizontal,Integrated
Realpoint,10/08/2021,20/03/2022,809,809,3723,Optimized,Visionary
Rhycero,04/08/2021,07/07/2021,810,810,3518,web-enabled,Distributed
Latz,19/07/2021,27/06/2021,811,811,3234,foreground,dedicated
Latz,23/08/2021,19/07/2021,812,812,3031,Business-focused,De-engineered
Meemm,23/07/2021,02/03/2022,813,813,310,tertiary,contextually-based
Kazio,26/08/2021,21/06/2021,814,814,1743,capacity,grid-enabled
Devshare,27/03/2022,13/01/2022,815,815,4400,Face to face,Proactive
Voomm,15/12/2021,04/09/2021,816,816,1968,definition,Open-source
Shufflester,13/12/2021,08/09/2021,817,817,3626,Devolved,Compatible
Gigaclub,27/01/2022,30/03/2022,818,818,3866,web-enabled,collaboration
Topicblab,05/11/2021,05/08/2021,819,819,3618,Multi-channelled,Organized
Ntags,14/12/2021,25/01/2022,820,820,1176,bi-directional,Progressive
Twitterlist,07/02/2022,29/04/2022,821,821,22,support,strategy
Photospace,21/08/2021,13/08/2021,822,822,1646,circuit,analyzing
Thoughtsphere,08/11/2021,04/07/2021,823,823,3691,well-modulated,open architecture
Plambee,02/03/2022,15/08/2021,824,824,4679,non-volatile,ability
Realbuzz,13/12/2021,31/08/2021,825,825,3763,Cloned,task-force
Blogtags,27/04/2022,15/03/2022,826,826,1406,Ameliorated,Adaptive
Skiptube,19/05/2022,15/10/2021,827,827,4604,Realigned,methodology
Oyondu,09/02/2022,04/10/2021,828,828,2950,access,Open-architected
Linktype,07/03/2022,01/03/2022,829,829,459,Open-source,zero defect
Quire,11/10/2021,20/12/2021,830,830,4100,hierarchy,grid-enabled
Dazzlesphere,08/09/2021,11/07/2021,831,831,2852,motivating,superstructure
Meemm,24/03/2022,27/01/2022,832,832,2857,approach,optimal
Linktype,04/03/2022,29/03/2022,833,833,3481,6th generation,Profound
Oloo,27/07/2021,19/06/2021,834,834,1009,local area network,protocol
Flashset,02/09/2021,14/02/2022,835,835,4090,Graphical User Interface,system-worthy
Jatri,26/12/2021,16/04/2022,836,836,2286,customer loyalty,Digitized
Browsebug,23/05/2022,23/07/2021,837,837,2641,methodology,middleware
Omba,12/02/2022,13/05/2022,838,838,4517,collaboration,4th generation
Topicstorm,05/03/2022,12/10/2021,839,839,651,Graphic Interface,array
Thoughtbeat,21/09/2021,03/08/2021,840,840,3496,De-engineered,project
Skidoo,17/12/2021,21/12/2021,841,841,4186,orchestration,Quality-focused
Wikivu,17/03/2022,15/11/2021,842,842,3093,Multi-lateral,Right-sized
Skimia,23/01/2022,01/07/2021,843,843,1516,24 hour,function
Kazu,31/01/2022,11/06/2022,844,844,4393,zero administration,User-centric
Eidel,13/12/2021,08/03/2022,845,845,1118,Virtual,explicit
Trupe,17/02/2022,07/09/2021,846,846,2005,Business-focused,neural-net
Gabspot,20/02/2022,29/01/2022,847,847,4615,Face to face,discrete
Gigabox,30/05/2022,17/10/2021,848,848,2777,multi-tasking,firmware
Thoughtblab,03/03/2022,10/01/2022,849,849,2833,Intuitive,orchestration
Fiveclub,09/08/2021,19/07/2021,850,850,572,model,Quality-focused
Skynoodle,28/11/2021,19/02/2022,851,851,4720,4th generation,neural-net
Meetz,18/10/2021,08/11/2021,852,852,30,Focused,Upgradable
Voomm,24/01/2022,12/06/2021,853,853,4883,solution-oriented,projection
Eimbee,28/02/2022,07/06/2022,854,854,3016,Re-contextualized,Implemented
Vinte,07/11/2021,16/11/2021,855,855,4230,Realigned,hybrid
Trilia,04/02/2022,08/07/2021,856,856,3537,portal,background
Eayo,01/06/2022,04/02/2022,857,857,713,Reduced,Cloned
Linkbridge,15/01/2022,04/12/2021,858,858,4327,projection,help-desk
Avamm,23/08/2021,08/07/2021,859,859,4555,knowledge user,Digitized
Bluejam,26/11/2021,10/11/2021,860,860,147,interactive,Function-based
Wikido,21/05/2022,08/10/2021,861,861,2277,software,zero tolerance
Tagfeed,14/05/2022,02/08/2021,862,862,387,knowledge user,responsive
Eidel,27/03/2022,07/05/2022,863,863,3929,product,system engine
Yozio,19/06/2021,25/11/2021,864,864,1402,benchmark,installation
Twinder,30/12/2021,20/02/2022,865,865,2583,solution-oriented,matrix
Agivu,29/11/2021,17/01/2022,866,866,2241,product,full-range
Devshare,08/04/2022,29/12/2021,867,867,1133,complexity,portal
Fanoodle,12/01/2022,28/07/2021,868,868,4087,Cloned,6th generation
Skilith,26/06/2021,02/03/2022,869,869,4608,discrete,project
Mydeo,23/09/2021,20/06/2021,870,870,4905,zero tolerance,tangible
Chatterpoint,23/01/2022,24/03/2022,871,871,4466,dedicated,grid-enabled
Youfeed,15/06/2021,20/07/2021,872,872,2257,regional,non-volatile
Quimba,01/04/2022,21/06/2021,873,873,1552,Re-contextualized,methodology
Zoomcast,26/05/2022,21/06/2021,874,874,700,User-centric,attitude
Linkbridge,16/09/2021,23/03/2022,875,875,330,synergy,demand-driven
Roomm,17/08/2021,25/09/2021,876,876,3295,instruction set,Visionary
Zoombeat,23/09/2021,18/08/2021,877,877,1573,analyzing,migration
Jabbertype,20/08/2021,14/01/2022,878,878,1542,knowledge base,intangible
Geba,13/05/2022,27/02/2022,879,879,1137,Ameliorated,scalable
Voomm,24/10/2021,11/06/2022,880,880,2083,Graphic Interface,Organic
Oyoyo,14/12/2021,21/12/2021,881,881,964,leading edge,application
Twitterworks,29/08/2021,30/07/2021,882,882,885,dynamic,Managed
Jaxspan,31/12/2021,06/05/2022,883,883,2186,implementation,productivity
Pixonyx,29/12/2021,24/10/2021,884,884,632,neutral,Right-sized
Feedmix,09/12/2021,07/06/2022,885,885,3254,transitional,budgetary management
Rhybox,18/01/2022,12/04/2022,886,886,3220,algorithm,Polarised
Teklist,17/08/2021,26/01/2022,887,887,4947,support,attitude-oriented
Kayveo,14/04/2022,10/04/2022,888,888,2915,hub,tertiary
Jabbertype,16/06/2021,28/12/2021,889,889,2496,dedicated,frame
Topicware,07/11/2021,08/04/2022,890,890,1916,Total,Persistent
Twitterlist,07/01/2022,15/03/2022,891,891,2434,Multi-tiered,archive
Thoughtworks,15/03/2022,04/01/2022,892,892,4026,process improvement,strategy
Nlounge,29/01/2022,11/07/2021,893,893,2010,interface,algorithm
Quimba,20/04/2022,04/04/2022,894,894,3077,asynchronous,Configurable
Thoughtworks,15/08/2021,27/09/2021,895,895,1722,intranet,Ameliorated
Blogtags,12/12/2021,14/10/2021,896,896,2795,Profit-focused,regional
Chatterpoint,17/04/2022,04/01/2022,897,897,2930,middleware,Multi-channelled
Innotype,19/07/2021,16/10/2021,898,898,3996,success,info-mediaries
Mydo,26/05/2022,16/05/2022,899,899,534,Face to face,Reduced
Camido,21/07/2021,13/03/2022,900,900,3955,emulation,collaboration
Eabox,02/03/2022,18/02/2022,901,901,1899,Up-sized,Innovative
Photospace,24/11/2021,02/02/2022,902,902,1367,collaboration,Self-enabling
Skaboo,09/11/2021,20/02/2022,903,903,4443,zero administration,human-resource
Topdrive,01/09/2021,14/03/2022,904,904,4125,capability,User-centric
Shufflebeat,18/05/2022,10/08/2021,905,905,3768,process improvement,time-frame
Avamba,05/09/2021,06/08/2021,906,906,2369,infrastructure,asymmetric
Dynabox,16/01/2022,30/10/2021,907,907,4398,user-facing,24 hour
Voonte,08/11/2021,29/10/2021,908,908,4131,methodology,challenge
Zoomcast,14/10/2021,20/07/2021,909,909,3062,knowledge base,content-based
Flipstorm,14/12/2021,29/04/2022,910,910,718,intermediate,budgetary management
Topicblab,12/07/2021,12/03/2022,911,911,3881,Progressive,Optional
Photobean,23/07/2021,13/09/2021,912,912,4285,fresh-thinking,focus group
Eabox,25/11/2021,23/06/2021,913,913,1282,customer loyalty,web-enabled
Twimm,16/07/2021,14/08/2021,914,914,1029,Customer-focused,interactive
Eidel,19/10/2021,23/05/2022,915,915,3232,methodology,clear-thinking
Flashspan,18/07/2021,13/09/2021,916,916,225,Customer-focused,Multi-channelled
Meemm,23/08/2021,23/11/2021,917,917,10,architecture,attitude-oriented
Photobean,09/08/2021,29/03/2022,918,918,4430,Synergized,Visionary
Quamba,11/07/2021,09/12/2021,919,919,481,Diverse,Automated
Devbug,04/09/2021,25/02/2022,920,920,1368,secondary,Re-engineered
Meeveo,15/06/2021,06/12/2021,921,921,1269,Profound,Total
Zooxo,21/12/2021,08/09/2021,922,922,1178,function,Digitized
Shufflester,05/04/2022,19/01/2022,923,923,2168,workforce,5th generation
Twitternation,11/09/2021,09/08/2021,924,924,3242,pricing structure,analyzer
Fanoodle,01/03/2022,30/08/2021,925,925,2192,motivating,groupware
Fadeo,30/04/2022,01/10/2021,926,926,2783,system-worthy,Innovative
Wordware,30/08/2021,11/10/2021,927,927,3270,demand-driven,contingency
Youspan,27/01/2022,23/02/2022,928,928,2329,impactful,Graphical User Interface
Zoovu,07/04/2022,08/06/2022,929,929,4639,knowledge user,Multi-tiered
Dazzlesphere,27/10/2021,24/02/2022,930,930,4322,Centralized,task-force
Meedoo,15/01/2022,11/01/2022,931,931,3388,zero administration,contextually-based
Plambee,11/06/2022,26/11/2021,932,932,56,real-time,internet solution
Abata,26/12/2021,27/07/2021,933,933,725,Self-enabling,hardware
Skilith,29/05/2022,29/01/2022,934,934,3574,Optional,access
Feedfish,24/11/2021,25/04/2022,935,935,2371,background,Streamlined
Twitternation,11/06/2022,23/08/2021,936,936,2012,contingency,next generation
Dynabox,28/12/2021,24/03/2022,937,937,4183,Digitized,framework
Bluejam,17/09/2021,24/06/2021,938,938,135,Optional,Fundamental
Shufflester,10/09/2021,30/10/2021,939,939,3489,complexity,data-warehouse
Feedbug,24/04/2022,08/05/2022,940,940,3390,motivating,Organized
Thoughtmix,25/06/2021,29/05/2022,941,941,3759,discrete,Digitized
Jamia,26/11/2021,14/04/2022,942,942,1156,Team-oriented,holistic
Latz,19/11/2021,13/05/2022,943,943,1465,User-friendly,clear-thinking
Centimia,18/01/2022,03/08/2021,944,944,4350,intranet,Optimized
Realblab,31/01/2022,17/03/2022,945,945,2296,24 hour,even-keeled
Jayo,29/05/2022,20/04/2022,946,946,3240,Phased,Quality-focused
Realfire,01/09/2021,13/09/2021,947,947,1196,value-added,interface
Oyoba,29/01/2022,24/06/2021,948,948,1519,Phased,customer loyalty
Browsezoom,12/08/2021,29/08/2021,949,949,4334,multi-tasking,Multi-lateral
Demivee,30/07/2021,25/06/2021,950,950,4655,software,bifurcated
Zoovu,20/10/2021,26/12/2021,951,951,1565,Monitored,matrix
Jaxbean,27/02/2022,09/06/2022,952,952,1382,Upgradable,Reduced
Quatz,28/07/2021,10/02/2022,953,953,2060,Triple-buffered,needs-based
Jaxworks,07/01/2022,16/10/2021,954,954,4343,system engine,throughput
Thoughtstorm,11/07/2021,30/09/2021,955,955,3223,Operative,bifurcated
Dabjam,21/05/2022,15/12/2021,956,956,4289,Visionary,Versatile
JumpXS,17/11/2021,08/10/2021,957,957,917,Digitized,ability
Eabox,15/01/2022,24/03/2022,958,958,3731,content-based,Stand-alone
Meetz,03/11/2021,25/07/2021,959,959,721,logistical,background
Yakijo,02/10/2021,10/06/2022,960,960,3982,Cross-platform,Future-proofed
Photobean,29/05/2022,22/09/2021,961,961,4249,alliance,bi-directional
Skyba,24/05/2022,20/12/2021,962,962,2768,groupware,middleware
Realblab,07/02/2022,09/06/2022,963,963,3068,Vision-oriented,6th generation
Dablist,05/09/2021,21/06/2021,964,964,1318,Synergized,Grass-roots
Flashset,22/01/2022,19/05/2022,965,965,1605,Switchable,value-added
Shufflester,13/09/2021,02/02/2022,966,966,1804,knowledge user,Cross-group
Realfire,25/07/2021,07/11/2021,967,967,372,approach,tangible
Aimbo,17/12/2021,22/08/2021,968,968,2764,Switchable,conglomeration
Centizu,15/01/2022,01/02/2022,969,969,4463,infrastructure,framework
Tagopia,02/08/2021,16/07/2021,970,970,924,24 hour,orchestration
Voomm,02/12/2021,01/11/2021,971,971,3087,Innovative,impactful
Kwinu,10/07/2021,04/05/2022,972,972,4733,portal,definition
Edgeify,20/03/2022,09/07/2021,973,973,4526,logistical,radical
Quinu,13/12/2021,01/01/2022,974,974,2360,Polarised,Universal
Browsetype,31/05/2022,13/07/2021,975,975,2192,moratorium,Organized
Dabvine,13/03/2022,04/11/2021,976,976,3007,firmware,Expanded
Blogtags,12/10/2021,23/09/2021,977,977,4686,clear-thinking,algorithm
Photofeed,06/05/2022,22/10/2021,978,978,3102,firmware,tertiary
Kanoodle,08/12/2021,30/09/2021,979,979,4607,asymmetric,time-frame
Digitube,06/03/2022,11/12/2021,980,980,4221,24/7,Sharable
Thoughtblab,03/03/2022,30/04/2022,981,981,2440,contextually-based,analyzing
Flashset,24/10/2021,09/01/2022,982,982,1023,static,capability
Podcat,20/12/2021,10/06/2022,983,983,3543,Vision-oriented,optimal
Thoughtmix,09/07/2021,06/06/2022,984,984,2326,User-friendly,help-desk
Dynabox,28/03/2022,05/08/2021,985,985,910,concept,productivity
Trudeo,20/07/2021,11/02/2022,986,986,3129,empowering,modular
Skalith,08/05/2022,26/08/2021,987,987,4887,static,structure
Skilith,27/07/2021,21/10/2021,988,988,101,Synchronised,Cross-group
Edgetag,07/05/2022,07/11/2021,989,989,1196,system engine,Object-based
Skilith,17/09/2021,25/12/2021,990,990,2908,Managed,maximized
Trilith,27/01/2022,15/06/2021,991,991,4197,Reverse-engineered,executive
Yadel,21/07/2021,12/02/2022,992,992,821,ability,well-modulated
Gabvine,20/12/2021,14/12/2021,993,993,1909,fresh-thinking,Synergized
Viva,21/02/2022,06/04/2022,994,994,4655,next generation,array
Wordpedia,30/05/2022,27/03/2022,995,995,2771,3rd generation,dynamic
Thoughtbeat,05/02/2022,17/11/2021,996,996,1232,Multi-lateral,Triple-buffered
Realmix,31/07/2021,10/08/2021,997,997,3069,explicit,synergy
Skinder,07/06/2022,12/03/2022,998,998,3250,Profound,directional
Browseblab,25/08/2021,09/03/2022,999,999,3664,modular,hardware
Quatz,17/03/2022,29/07/2021,1000,1000,4428,Cloned,bi-directional
